Mean Overscan Level (ADU),Detector,Amp,Run,READTIME setting,exp_id
27190.17723017723,R12_S12,C16,13060,2.374,3021111800136
27104.118483368482,R12_S12,C17,13060,2.374,3021111800136
26653.817136567137,R12_S12,C07,13060,2.374,3021111800136
26936.008454508454,R12_S12,C06,13060,2.374,3021111800136
27126.789802789805,R12_S12,C05,13060,2.374,3021111800136
27053.230177230176,R12_S12,C04,13060,2.374,3021111800136
26930.766844266844,R12_S12,C03,13060,2.374,3021111800136
27041.947746697748,R12_S12,C02,13060,2.374,3021111800136
26897.11726236726,R12_S12,C01,13060,2.374,3021111800136
27213.166287416287,R12_S12,C00,13060,2.374,3021111800136
26985.050653050654,R12_S12,C10,13060,2.374,3021111800137
27047.03874828875,R12_S12,C11,13060,2.374,3021111800137
26833.82632182632,R12_S12,C12,13060,2.374,3021111800137
26626.20068820069,R12_S12,C13,13060,2.374,3021111800137
27133.315018315017,R12_S12,C14,13060,2.374,3021111800137
26792.25715950716,R12_S12,C15,13060,2.374,3021111800137
27190.169626669627,R12_S12,C16,13060,2.374,3021111800137
27104.01319051319,R12_S12,C17,13060,2.374,3021111800137
26653.45657120657,R12_S12,C07,13060,2.374,3021111800137
26935.950900950902,R12_S12,C06,13060,2.374,3021111800137
27126.676758426758,R12_S12,C05,13060,2.374,3021111800137
27053.136400636402,R12_S12,C04,13060,2.374,3021111800137
26931.31514781515,R12_S12,C03,13060,2.374,3021111800137
27041.619297369296,R12_S12,C02,13060,2.374,3021111800137
26896.759916009916,R12_S12,C01,13060,2.374,3021111800137
27212.289664039665,R12_S12,C00,13060,2.374,3021111800137
26985.482878232877,R12_S12,C10,13060,2.374,3021111800138
27046.797915047915,R12_S12,C11,13060,2.374,3021111800138
26833.658027158028,R12_S12,C12,13060,2.374,3021111800138
26625.936933436933,R12_S12,C13,13060,2.374,3021111800138
27133.615985865985,R12_S12,C14,13060,2.374,3021111800138
26791.821178821177,R12_S12,C15,13060,2.374,3021111800138
27190.106893106895,R12_S12,C16,13060,2.374,3021111800138
27103.503478003477,R12_S12,C17,13060,2.374,3021111800138
26654.134707884707,R12_S12,C07,13060,2.374,3021111800138
26935.931559181558,R12_S12,C06,13060,2.374,3021111800138
27126.87911162911,R12_S12,C05,13060,2.374,3021111800138
27054.040996040996,R12_S12,C04,13060,2.374,3021111800138
26931.011793761794,R12_S12,C03,13060,2.374,3021111800138
27041.721852221854,R12_S12,C02,13060,2.374,3021111800138
26897.224765974766,R12_S12,C01,13060,2.374,3021111800138
27212.615301365302,R12_S12,C00,13060,2.374,3021111800138
26985.166925666927,R12_S12,C10,13060,2.374,3021111800139
27047.112285862288,R12_S12,C11,13060,2.374,3021111800139
26834.160672660673,R12_S12,C12,13060,2.374,3021111800139
26626.188145188145,R12_S12,C13,13060,2.374,3021111800139
27133.61567136567,R12_S12,C14,13060,2.374,3021111800139
26792.088217338216,R12_S12,C15,13060,2.374,3021111800139
27190.119047619046,R12_S12,C16,13060,2.374,3021111800139
27103.468864468865,R12_S12,C17,13060,2.374,3021111800139
26653.83325008325,R12_S12,C07,13060,2.374,3021111800139
26935.91711991712,R12_S12,C06,13060,2.374,3021111800139
27127.218596218598,R12_S12,C05,13060,2.374,3021111800139
27053.34410959411,R12_S12,C04,13060,2.374,3021111800139
26931.359529359528,R12_S12,C03,13060,2.374,3021111800139
27042.115162615162,R12_S12,C02,13060,2.374,3021111800139
26896.881784881785,R12_S12,C01,13060,2.374,3021111800139
27212.799524549526,R12_S12,C00,13060,2.374,3021111800139
26984.90035890036,R12_S12,C10,13060,2.374,3021111800140
27047.413216413217,R12_S12,C11,13060,2.374,3021111800140
26834.032856032856,R12_S12,C12,13060,2.374,3021111800140
26626.052993302994,R12_S12,C13,13060,2.374,3021111800140
27133.758204758204,R12_S12,C14,13060,2.374,3021111800140
26792.016733266733,R12_S12,C15,13060,2.374,3021111800140
27190.203157953158,R12_S12,C16,13060,2.374,3021111800140
27103.262691012693,R12_S12,C17,13060,2.374,3021111800140
26653.815443815445,R12_S12,C07,13060,2.374,3021111800140
26935.877317127317,R12_S12,C06,13060,2.374,3021111800140
27126.921633921633,R12_S12,C05,13060,2.374,3021111800140
27053.691253191253,R12_S12,C04,13060,2.374,3021111800140
26931.21744921745,R12_S12,C03,13060,2.374,3021111800140
27041.645400895402,R12_S12,C02,13060,2.374,3021111800140
26896.734145484144,R12_S12,C01,13060,2.374,3021111800140
27212.585923335922,R12_S12,C00,13060,2.374,3021111800140
26984.956756206757,R12_S12,C10,13060,2.374,3021111800141
27047.42947792948,R12_S12,C11,13060,2.374,3021111800141
26833.95152995153,R12_S12,C12,13060,2.374,3021111800141
26626.258852258852,R12_S12,C13,13060,2.374,3021111800141
27133.315046065047,R12_S12,C14,13060,2.374,3021111800141
26792.30291005291,R12_S12,C15,13060,2.374,3021111800141
27189.99778924779,R12_S12,C16,13060,2.374,3021111800141
27103.74135124135,R12_S12,C17,13060,2.374,3021111800141
26653.85954785955,R12_S12,C07,13060,2.374,3021111800141
26935.80719280719,R12_S12,C06,13060,2.374,3021111800141
27126.57891182891,R12_S12,C05,13060,2.374,3021111800141
27053.165824915824,R12_S12,C04,13060,2.374,3021111800141
26930.70251045251,R12_S12,C03,13060,2.374,3021111800141
27041.795426795426,R12_S12,C02,13060,2.374,3021111800141
26897.097846597848,R12_S12,C01,13060,2.374,3021111800141
27213.150728900728,R12_S12,C00,13060,2.374,3021111800141
26985.217615717615,R12_S12,C10,13060,2.374,3021111800142
27046.94806119806,R12_S12,C11,13060,2.374,3021111800142
26833.405723905726,R12_S12,C12,13060,2.374,3021111800142
26625.926823176822,R12_S12,C13,13060,2.374,3021111800142
27133.17045917046,R12_S12,C14,13060,2.374,3021111800142
26791.62225737226,R12_S12,C15,13060,2.374,3021111800142
27190.014263514262,R12_S12,C16,13060,2.374,3021111800142
27103.42895067895,R12_S12,C17,13060,2.374,3021111800142
26653.73112998113,R12_S12,C07,13060,2.374,3021111800142
26935.798275798275,R12_S12,C06,13060,2.374,3021111800142
27126.56598956599,R12_S12,C05,13060,2.374,3021111800142
27053.780192030194,R12_S12,C04,13060,2.374,3021111800142
26930.416416916418,R12_S12,C03,13060,2.374,3021111800142
27041.55633255633,R12_S12,C02,13060,2.374,3021111800142
26896.48421023421,R12_S12,C01,13060,2.374,3021111800142
27212.37283087283,R12_S12,C00,13060,2.374,3021111800142
26984.98695748696,R12_S12,C10,13060,2.374,3021111800143
27047.508038258038,R12_S12,C11,13060,2.374,3021111800143
26833.678858178857,R12_S12,C12,13060,2.374,3021111800143
26626.120916120915,R12_S12,C13,13060,2.374,3021111800143
27134.304575054575,R12_S12,C14,13060,2.374,3021111800143
26791.273115773114,R12_S12,C15,13060,2.374,3021111800143
27189.865652865654,R12_S12,C16,13060,2.374,3021111800143
27104.04033004033,R12_S12,C17,13060,2.374,3021111800143
26654.098096348098,R12_S12,C07,13060,2.374,3021111800143
26936.666934916935,R12_S12,C06,13060,2.374,3021111800143
27127.31228956229,R12_S12,C05,13060,2.374,3021111800143
27053.420385170386,R12_S12,C04,13060,2.374,3021111800143
26930.655372405374,R12_S12,C03,13060,2.374,3021111800143
27042.327589077588,R12_S12,C02,13060,2.374,3021111800143
26896.784548784548,R12_S12,C01,13060,2.374,3021111800143
27212.362341362343,R12_S12,C00,13060,2.374,3021111800143
26985.104136604135,R12_S12,C10,13060,2.374,3021111800144
27047.908915158914,R12_S12,C11,13060,2.374,3021111800144
26833.94239094239,R12_S12,C12,13060,2.374,3021111800144
26626.545103045104,R12_S12,C13,13060,2.374,3021111800144
27133.498547748546,R12_S12,C14,13060,2.374,3021111800144
26791.144031894033,R12_S12,C15,13060,2.374,3021111800144
27190.536315536316,R12_S12,C16,13060,2.374,3021111800144
27103.905048655048,R12_S12,C17,13060,2.374,3021111800144
26654.32857882858,R12_S12,C07,13060,2.374,3021111800144
26936.550357050357,R12_S12,C06,13060,2.374,3021111800144
27127.273828023826,R12_S12,C05,13060,2.374,3021111800144
27053.38713138713,R12_S12,C04,13060,2.374,3021111800144
26930.636733636733,R12_S12,C03,13060,2.374,3021111800144
27041.945674695675,R12_S12,C02,13060,2.374,3021111800144
26897.444194694195,R12_S12,C01,13060,2.374,3021111800144
27212.410681910682,R12_S12,C00,13060,2.374,3021111800144
26985.349964849964,R12_S12,C10,13060,2.374,3021111800145
27047.29083879084,R12_S12,C11,13060,2.374,3021111800145
26833.643365893367,R12_S12,C12,13060,2.374,3021111800145
26626.46534021534,R12_S12,C13,13060,2.374,3021111800145
27133.924945424944,R12_S12,C14,13060,2.374,3021111800145
26791.19671994672,R12_S12,C15,13060,2.374,3021111800145
27190.24617974618,R12_S12,C16,13060,2.374,3021111800145
27104.038045288045,R12_S12,C17,13060,2.374,3021111800145
26654.59828134828,R12_S12,C07,13060,2.374,3021111800145
26936.50496725497,R12_S12,C06,13060,2.374,3021111800145
27126.739732489732,R12_S12,C05,13060,2.374,3021111800145
27053.629102379102,R12_S12,C04,13060,2.374,3021111800145
26930.168155918156,R12_S12,C03,13060,2.374,3021111800145
27041.869593369593,R12_S12,C02,13060,2.374,3021111800145
26897.404512154513,R12_S12,C01,13060,2.374,3021111800145
27212.63863913864,R12_S12,C00,13060,2.374,3021111800145
26985.597485847487,R12_S12,C10,13060,2.374,3021111800146
27047.02133052133,R12_S12,C11,13060,2.374,3021111800146
26834.64862914863,R12_S12,C12,13060,2.374,3021111800146
26626.699615199614,R12_S12,C13,13060,2.374,3021111800146
27133.735477485476,R12_S12,C14,13060,2.374,3021111800146
26791.294427794426,R12_S12,C15,13060,2.374,3021111800146
27189.86938986939,R12_S12,C16,13060,2.374,3021111800146
27104.12830687831,R12_S12,C17,13060,2.374,3021111800146
26654.77578902579,R12_S12,C07,13060,2.374,3021111800146
26936.7142024642,R12_S12,C06,13060,2.374,3021111800146
27126.565194065195,R12_S12,C05,13060,2.374,3021111800146
27053.660200910203,R12_S12,C04,13060,2.374,3021111800146
26930.958735708737,R12_S12,C03,13060,2.374,3021111800146
27043.12866762867,R12_S12,C02,13060,2.374,3021111800146
26896.632515632515,R12_S12,C01,13060,2.374,3021111800146
27212.071206571207,R12_S12,C00,13060,2.374,3021111800146
26985.055204055203,R12_S12,C10,13060,2.374,3021111800147
27047.237077737078,R12_S12,C11,13060,2.374,3021111800147
26834.220473970476,R12_S12,C12,13060,2.374,3021111800147
26626.60335035335,R12_S12,C13,13060,2.374,3021111800147
27133.27464202464,R12_S12,C14,13060,2.374,3021111800147
26791.117882117884,R12_S12,C15,13060,2.374,3021111800147
27190.429126429128,R12_S12,C16,13060,2.374,3021111800147
27103.98138898139,R12_S12,C17,13060,2.374,3021111800147
26654.201983201983,R12_S12,C07,13060,2.374,3021111800147
26936.723905723906,R12_S12,C06,13060,2.374,3021111800147
27127.02776852777,R12_S12,C05,13060,2.374,3021111800147
27054.214757464757,R12_S12,C04,13060,2.374,3021111800147
26931.11325711326,R12_S12,C03,13060,2.374,3021111800147
27041.987447737447,R12_S12,C02,13060,2.374,3021111800147
26896.88594738595,R12_S12,C01,13060,2.374,3021111800147
27212.03648203648,R12_S12,C00,13060,2.374,3021111800147
26985.12667887668,R12_S12,C10,13060,2.374,3021111800148
27046.836876086876,R12_S12,C11,13060,2.374,3021111800148
26834.104747104746,R12_S12,C12,13060,2.374,3021111800148
26625.794862544863,R12_S12,C13,13060,2.374,3021111800148
27133.55402005402,R12_S12,C14,13060,2.374,3021111800148
26791.10271210271,R12_S12,C15,13060,2.374,3021111800148
27190.089623339623,R12_S12,C16,13060,2.374,3021111800148
27103.65910940911,R12_S12,C17,13060,2.374,3021111800148
26653.832047582047,R12_S12,C07,13060,2.374,3021111800148
26935.971815221816,R12_S12,C06,13060,2.374,3021111800148
27126.650506900507,R12_S12,C05,13060,2.374,3021111800148
27053.68574018574,R12_S12,C04,13060,2.374,3021111800148
26930.69781144781,R12_S12,C03,13060,2.374,3021111800148
27041.794557294557,R12_S12,C02,13060,2.374,3021111800148
26896.715774965774,R12_S12,C01,13060,2.374,3021111800148
27211.636678136678,R12_S12,C00,13060,2.374,3021111800148
26984.829485329486,R12_S12,C10,13060,2.374,3021111800149
27047.359686609685,R12_S12,C11,13060,2.374,3021111800149
26834.205026455027,R12_S12,C12,13060,2.374,3021111800149
26625.887011137012,R12_S12,C13,13060,2.374,3021111800149
27133.98075998076,R12_S12,C14,13060,2.374,3021111800149
26791.31648906649,R12_S12,C15,13060,2.374,3021111800149
27190.20757020757,R12_S12,C16,13060,2.374,3021111800149
27103.486235986235,R12_S12,C17,13060,2.374,3021111800149
26654.124634624633,R12_S12,C07,13060,2.374,3021111800149
26936.17947792948,R12_S12,C06,13060,2.374,3021111800149
27126.93932918933,R12_S12,C05,13060,2.374,3021111800149
27053.943362193364,R12_S12,C04,13060,2.374,3021111800149
26930.051383801383,R12_S12,C03,13060,2.374,3021111800149
27041.622525622526,R12_S12,C02,13060,2.374,3021111800149
26897.23828948829,R12_S12,C01,13060,2.374,3021111800149
27211.744412994412,R12_S12,C00,13060,2.374,3021111800149
26985.363738113738,R12_S12,C10,13060,2.374,3021111800150
27047.17834017834,R12_S12,C11,13060,2.374,3021111800150
26834.454684204684,R12_S12,C12,13060,2.374,3021111800150
26626.162504162505,R12_S12,C13,13060,2.374,3021111800150
27134.186646686645,R12_S12,C14,13060,2.374,3021111800150
26791.925481925482,R12_S12,C15,13060,2.374,3021111800150
27189.792004292005,R12_S12,C16,13060,2.374,3021111800150
27104.042633292633,R12_S12,C17,13060,2.374,3021111800150
26654.22825322825,R12_S12,C07,13060,2.374,3021111800150
26936.256743256745,R12_S12,C06,13060,2.374,3021111800150
27126.85570910571,R12_S12,C05,13060,2.374,3021111800150
27054.65442890443,R12_S12,C04,13060,2.374,3021111800150
26930.1077996078,R12_S12,C03,13060,2.374,3021111800150
27041.986522736523,R12_S12,C02,13060,2.374,3021111800150
26896.906362156362,R12_S12,C01,13060,2.374,3021111800150
27211.36508861509,R12_S12,C00,13060,2.374,3021111800150
26985.249185999186,R12_S12,C10,13060,2.374,3021111800151
27047.315952565954,R12_S12,C11,13060,2.374,3021111800151
26834.07274207274,R12_S12,C12,13060,2.374,3021111800151
26626.186794686793,R12_S12,C13,13060,2.374,3021111800151
27134.137954637954,R12_S12,C14,13060,2.374,3021111800151
26791.47163022163,R12_S12,C15,13060,2.374,3021111800151
27190.013736263736,R12_S12,C16,13060,2.374,3021111800151
27104.464942464943,R12_S12,C17,13060,2.374,3021111800151
26653.580983830983,R12_S12,C07,13060,2.374,3021111800151
26936.515974765975,R12_S12,C06,13060,2.374,3021111800151
27126.892875642876,R12_S12,C05,13060,2.374,3021111800151
27053.486624486624,R12_S12,C04,13060,2.374,3021111800151
26930.02492877493,R12_S12,C03,13060,2.374,3021111800151
27042.311503311503,R12_S12,C02,13060,2.374,3021111800151
26896.919848669848,R12_S12,C01,13060,2.374,3021111800151
27211.53156103156,R12_S12,C00,13060,2.374,3021111800151
26985.41267991268,R12_S12,C10,13060,2.374,3021111800152
27047.21053021053,R12_S12,C11,13060,2.374,3021111800152
26834.262358012358,R12_S12,C12,13060,2.374,3021111800152
26626.275548525547,R12_S12,C13,13060,2.374,3021111800152
27134.068551818553,R12_S12,C14,13060,2.374,3021111800152
26791.51940651941,R12_S12,C15,13060,2.374,3021111800152
27189.78598253598,R12_S12,C16,13060,2.374,3021111800152
27103.922716172718,R12_S12,C17,13060,2.374,3021111800152
26653.85004810005,R12_S12,C07,13060,2.374,3021111800152
26936.592916342917,R12_S12,C06,13060,2.374,3021111800152
27127.117697117697,R12_S12,C05,13060,2.374,3021111800152
27053.822344322343,R12_S12,C04,13060,2.374,3021111800152
26930.548923298924,R12_S12,C03,13060,2.374,3021111800152
27041.690476190477,R12_S12,C02,13060,2.374,3021111800152
26896.405437155438,R12_S12,C01,13060,2.374,3021111800152
27211.414326414328,R12_S12,C00,13060,2.374,3021111800152
24699.0771953125,R41_S21,C10,13040,2.232,3021111600200
23729.3927890625,R41_S21,C11,13040,2.232,3021111600200
23176.537046875,R41_S21,C12,13040,2.232,3021111600200
23206.6074140625,R41_S21,C13,13040,2.232,3021111600200
23252.7325,R41_S21,C14,13040,2.232,3021111600200
24198.898875,R41_S21,C15,13040,2.232,3021111600200
24815.244890625,R41_S21,C16,13040,2.232,3021111600200
26066.0991328125,R41_S21,C17,13040,2.232,3021111600200
26507.414296875,R41_S21,C07,13040,2.232,3021111600200
24658.31134375,R41_S21,C06,13040,2.232,3021111600200
24206.86240625,R41_S21,C05,13040,2.232,3021111600200
23472.5271796875,R41_S21,C04,13040,2.232,3021111600200
22882.2510390625,R41_S21,C03,13040,2.232,3021111600200
23055.992578125,R41_S21,C02,13040,2.232,3021111600200
23653.6926328125,R41_S21,C01,13040,2.232,3021111600200
24924.0228125,R41_S21,C00,13040,2.232,3021111600200
24699.4929609375,R41_S21,C10,13040,2.232,3021111600201
23730.0278203125,R41_S21,C11,13040,2.232,3021111600201
23177.077140625,R41_S21,C12,13040,2.232,3021111600201
23207.360265625,R41_S21,C13,13040,2.232,3021111600201
23252.997546875,R41_S21,C14,13040,2.232,3021111600201
24199.5494375,R41_S21,C15,13040,2.232,3021111600201
24815.9445234375,R41_S21,C16,13040,2.232,3021111600201
26066.4250625,R41_S21,C17,13040,2.232,3021111600201
26507.7985078125,R41_S21,C07,13040,2.232,3021111600201
24657.147078125,R41_S21,C06,13040,2.232,3021111600201
24203.0115234375,R41_S21,C05,13040,2.232,3021111600201
23472.3491328125,R41_S21,C04,13040,2.232,3021111600201
22879.0513984375,R41_S21,C03,13040,2.232,3021111600201
23052.64728125,R41_S21,C02,13040,2.232,3021111600201
23651.3961796875,R41_S21,C01,13040,2.232,3021111600201
24923.3284453125,R41_S21,C00,13040,2.232,3021111600201
24699.30759375,R41_S21,C10,13040,2.232,3021111600202
23729.72396875,R41_S21,C11,13040,2.232,3021111600202
23176.779953125,R41_S21,C12,13040,2.232,3021111600202
23206.645875,R41_S21,C13,13040,2.232,3021111600202
23252.789359375,R41_S21,C14,13040,2.232,3021111600202
24199.3507578125,R41_S21,C15,13040,2.232,3021111600202
24815.20621875,R41_S21,C16,13040,2.232,3021111600202
26065.887171875,R41_S21,C17,13040,2.232,3021111600202
26507.8481875,R41_S21,C07,13040,2.232,3021111600202
24657.1445625,R41_S21,C06,13040,2.232,3021111600202
24204.08615625,R41_S21,C05,13040,2.232,3021111600202
23472.5762265625,R41_S21,C04,13040,2.232,3021111600202
22878.81778125,R41_S21,C03,13040,2.232,3021111600202
23052.83596875,R41_S21,C02,13040,2.232,3021111600202
23652.5113046875,R41_S21,C01,13040,2.232,3021111600202
24923.2891015625,R41_S21,C00,13040,2.232,3021111600202
24699.2021640625,R41_S21,C10,13040,2.232,3021111600203
23729.7419921875,R41_S21,C11,13040,2.232,3021111600203
23176.624234375,R41_S21,C12,13040,2.232,3021111600203
23206.839328125,R41_S21,C13,13040,2.232,3021111600203
23252.58934375,R41_S21,C14,13040,2.232,3021111600203
24199.3494375,R41_S21,C15,13040,2.232,3021111600203
24815.6706953125,R41_S21,C16,13040,2.232,3021111600203
26065.9278984375,R41_S21,C17,13040,2.232,3021111600203
26507.5123828125,R41_S21,C07,13040,2.232,3021111600203
24657.1877734375,R41_S21,C06,13040,2.232,3021111600203
24203.7123125,R41_S21,C05,13040,2.232,3021111600203
23472.1056484375,R41_S21,C04,13040,2.232,3021111600203
22878.7458671875,R41_S21,C03,13040,2.232,3021111600203
23052.0503125,R41_S21,C02,13040,2.232,3021111600203
23651.9690703125,R41_S21,C01,13040,2.232,3021111600203
24923.828171875,R41_S21,C00,13040,2.232,3021111600203
24699.0037109375,R41_S21,C10,13040,2.232,3021111600204
23729.7473359375,R41_S21,C11,13040,2.232,3021111600204
23176.811953125,R41_S21,C12,13040,2.232,3021111600204
23206.4715,R41_S21,C13,13040,2.232,3021111600204
23252.663015625,R41_S21,C14,13040,2.232,3021111600204
24199.230109375,R41_S21,C15,13040,2.232,3021111600204
24815.09175,R41_S21,C16,13040,2.232,3021111600204
26065.823234375,R41_S21,C17,13040,2.232,3021111600204
26506.9136484375,R41_S21,C07,13040,2.232,3021111600204
24656.593375,R41_S21,C06,13040,2.232,3021111600204
24204.7478984375,R41_S21,C05,13040,2.232,3021111600204
23471.9360546875,R41_S21,C04,13040,2.232,3021111600204
22878.6767109375,R41_S21,C03,13040,2.232,3021111600204
23053.498453125,R41_S21,C02,13040,2.232,3021111600204
23652.5758984375,R41_S21,C01,13040,2.232,3021111600204
24923.32725,R41_S21,C00,13040,2.232,3021111600204
24698.7305,R41_S21,C10,13040,2.232,3021111600205
23729.541734375,R41_S21,C11,13040,2.232,3021111600205
23176.6344296875,R41_S21,C12,13040,2.232,3021111600205
23206.7566015625,R41_S21,C13,13040,2.232,3021111600205
23253.1336328125,R41_S21,C14,13040,2.232,3021111600205
24199.521890625,R41_S21,C15,13040,2.232,3021111600205
24815.023734375,R41_S21,C16,13040,2.232,3021111600205
26066.094359375,R41_S21,C17,13040,2.232,3021111600205
26507.0980859375,R41_S21,C07,13040,2.232,3021111600205
24656.6527578125,R41_S21,C06,13040,2.232,3021111600205
24204.5125546875,R41_S21,C05,13040,2.232,3021111600205
23472.42990625,R41_S21,C04,13040,2.232,3021111600205
22878.997109375,R41_S21,C03,13040,2.232,3021111600205
23053.6367109375,R41_S21,C02,13040,2.232,3021111600205
23652.9117578125,R41_S21,C01,13040,2.232,3021111600205
24923.658859375,R41_S21,C00,13040,2.232,3021111600205
24698.917609375,R41_S21,C10,13040,2.232,3021111600206
23729.5723984375,R41_S21,C11,13040,2.232,3021111600206
23176.5785625,R41_S21,C12,13040,2.232,3021111600206
23206.40125,R41_S21,C13,13040,2.232,3021111600206
23253.0486953125,R41_S21,C14,13040,2.232,3021111600206
24199.678046875,R41_S21,C15,13040,2.232,3021111600206
24815.5786015625,R41_S21,C16,13040,2.232,3021111600206
26065.8432578125,R41_S21,C17,13040,2.232,3021111600206
26506.9629921875,R41_S21,C07,13040,2.232,3021111600206
24655.97615625,R41_S21,C06,13040,2.232,3021111600206
24204.7671796875,R41_S21,C05,13040,2.232,3021111600206
23473.175859375,R41_S21,C04,13040,2.232,3021111600206
22879.1774453125,R41_S21,C03,13040,2.232,3021111600206
23057.841578125,R41_S21,C02,13040,2.232,3021111600206
23652.2237734375,R41_S21,C01,13040,2.232,3021111600206
24923.5477890625,R41_S21,C00,13040,2.232,3021111600206
24698.8430390625,R41_S21,C10,13040,2.232,3021111600207
23729.4831953125,R41_S21,C11,13040,2.232,3021111600207
23176.2471796875,R41_S21,C12,13040,2.232,3021111600207
23206.4600078125,R41_S21,C13,13040,2.232,3021111600207
23252.599015625,R41_S21,C14,13040,2.232,3021111600207
24199.592640625,R41_S21,C15,13040,2.232,3021111600207
24815.7047421875,R41_S21,C16,13040,2.232,3021111600207
26065.81425,R41_S21,C17,13040,2.232,3021111600207
26506.825484375,R41_S21,C07,13040,2.232,3021111600207
24657.2996640625,R41_S21,C06,13040,2.232,3021111600207
24206.6690859375,R41_S21,C05,13040,2.232,3021111600207
23472.7472890625,R41_S21,C04,13040,2.232,3021111600207
22881.4539140625,R41_S21,C03,13040,2.232,3021111600207
23059.6858515625,R41_S21,C02,13040,2.232,3021111600207
23654.416671875,R41_S21,C01,13040,2.232,3021111600207
24923.087671875,R41_S21,C00,13040,2.232,3021111600207
24698.8045859375,R41_S21,C10,13040,2.232,3021111600208
23729.746671875,R41_S21,C11,13040,2.232,3021111600208
23176.7854609375,R41_S21,C12,13040,2.232,3021111600208
23206.3841328125,R41_S21,C13,13040,2.232,3021111600208
23252.5269296875,R41_S21,C14,13040,2.232,3021111600208
24199.314171875,R41_S21,C15,13040,2.232,3021111600208
24815.4543125,R41_S21,C16,13040,2.232,3021111600208
26065.785125,R41_S21,C17,13040,2.232,3021111600208
26507.035203125,R41_S21,C07,13040,2.232,3021111600208
24657.0182734375,R41_S21,C06,13040,2.232,3021111600208
24203.9105234375,R41_S21,C05,13040,2.232,3021111600208
23472.677390625,R41_S21,C04,13040,2.232,3021111600208
22879.3781171875,R41_S21,C03,13040,2.232,3021111600208
23053.271671875,R41_S21,C02,13040,2.232,3021111600208
23652.4577265625,R41_S21,C01,13040,2.232,3021111600208
24922.7217265625,R41_S21,C00,13040,2.232,3021111600208
24699.2406875,R41_S21,C10,13040,2.232,3021111600209
23730.406859375,R41_S21,C11,13040,2.232,3021111600209
23177.1340859375,R41_S21,C12,13040,2.232,3021111600209
23206.90609375,R41_S21,C13,13040,2.232,3021111600209
23253.2556015625,R41_S21,C14,13040,2.232,3021111600209
24200.0293515625,R41_S21,C15,13040,2.232,3021111600209
24815.8533359375,R41_S21,C16,13040,2.232,3021111600209
26065.922984375,R41_S21,C17,13040,2.232,3021111600209
26507.3975,R41_S21,C07,13040,2.232,3021111600209
24656.2265,R41_S21,C06,13040,2.232,3021111600209
24203.39984375,R41_S21,C05,13040,2.232,3021111600209
23472.782609375,R41_S21,C04,13040,2.232,3021111600209
22879.183515625,R41_S21,C03,13040,2.232,3021111600209
23052.9150078125,R41_S21,C02,13040,2.232,3021111600209
23651.633140625,R41_S21,C01,13040,2.232,3021111600209
24923.4723515625,R41_S21,C00,13040,2.232,3021111600209
24699.5838515625,R41_S21,C10,13040,2.232,3021111600210
23730.2418984375,R41_S21,C11,13040,2.232,3021111600210
23176.86665625,R41_S21,C12,13040,2.232,3021111600210
23206.6293828125,R41_S21,C13,13040,2.232,3021111600210
23253.22115625,R41_S21,C14,13040,2.232,3021111600210
24200.1636875,R41_S21,C15,13040,2.232,3021111600210
24815.8498125,R41_S21,C16,13040,2.232,3021111600210
26066.0725625,R41_S21,C17,13040,2.232,3021111600210
26506.1443046875,R41_S21,C07,13040,2.232,3021111600210
24656.34096875,R41_S21,C06,13040,2.232,3021111600210
24202.8150625,R41_S21,C05,13040,2.232,3021111600210
23472.5169375,R41_S21,C04,13040,2.232,3021111600210
22878.7946328125,R41_S21,C03,13040,2.232,3021111600210
23053.051703125,R41_S21,C02,13040,2.232,3021111600210
23651.4114296875,R41_S21,C01,13040,2.232,3021111600210
24923.3746015625,R41_S21,C00,13040,2.232,3021111600210
24699.3928671875,R41_S21,C10,13040,2.232,3021111600211
23729.9380234375,R41_S21,C11,13040,2.232,3021111600211
23176.425609375,R41_S21,C12,13040,2.232,3021111600211
23207.0466328125,R41_S21,C13,13040,2.232,3021111600211
23252.89265625,R41_S21,C14,13040,2.232,3021111600211
24199.4465625,R41_S21,C15,13040,2.232,3021111600211
24816.0240078125,R41_S21,C16,13040,2.232,3021111600211
26065.8408359375,R41_S21,C17,13040,2.232,3021111600211
26506.585984375,R41_S21,C07,13040,2.232,3021111600211
24656.667890625,R41_S21,C06,13040,2.232,3021111600211
24203.8828046875,R41_S21,C05,13040,2.232,3021111600211
23472.323390625,R41_S21,C04,13040,2.232,3021111600211
22879.4064921875,R41_S21,C03,13040,2.232,3021111600211
23054.2823828125,R41_S21,C02,13040,2.232,3021111600211
23652.39665625,R41_S21,C01,13040,2.232,3021111600211
24923.3183828125,R41_S21,C00,13040,2.232,3021111600211
24699.9590625,R41_S21,C10,13040,2.232,3021111600212
23729.945125,R41_S21,C11,13040,2.232,3021111600212
23177.0907734375,R41_S21,C12,13040,2.232,3021111600212
23206.91525,R41_S21,C13,13040,2.232,3021111600212
23253.1483359375,R41_S21,C14,13040,2.232,3021111600212
24199.617953125,R41_S21,C15,13040,2.232,3021111600212
24816.65803125,R41_S21,C16,13040,2.232,3021111600212
26066.24459375,R41_S21,C17,13040,2.232,3021111600212
26506.9513046875,R41_S21,C07,13040,2.232,3021111600212
24657.5703046875,R41_S21,C06,13040,2.232,3021111600212
24208.035078125,R41_S21,C05,13040,2.232,3021111600212
